Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Storage_Capacity(GB),Operating_System,Display_Size(Inches),Display_Resolution,Extracted_Rating,Laptop_Dimensions,Stock,Time_Of_Extraction,URL,Source,Laptop_Weight(Pounds),RAM(GB),Battery_Life(Hours_Upto),Price,No_Of_Reviews
Acer,AL15-41,AL15-41,AMD,Ryzen 7 Octa Core,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixels,4.0,14.19 x 9.42 x 0.78 inches,Yes,2024-11-04 16:37:29,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm11dc275307ef4?pid=COMHY74JVWWHKWKA&lid=LSTCOMHY74JVWWHKWKAO8L4DP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_149&otracker=browse&fm=organic&iid=26b786c5-35d8-4d79-afed-13ec90cc7084.COMHY74JVWWHKWKA.SEARCH&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,,16,7.0,479.88,121.0
DELL,Inspiron 3530,Inspiron 3530,Intel,Core i3,SSD,512,Windows 11 Home,15.6,1920 X 1080 Pixel,4.2,,Yes,2024-11-04 16:37:32,https://www.flipkart.com/dell-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-inspiron-3530-thin-light-laptop/p/itm85b859b3c092f?pid=COMGWFY5XBAQKMGP&lid=LSTCOMGWFY5XBAQKMGPDTWUSR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_150&otracker=browse&fm=organic&iid=26b786c5-35d8-4d79-afed-13ec90cc7084.COMGWFY5XBAQKMGP.SEARCH&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,3.57,8,,461.88,132.0
Acer,A325-42,A325-42,AMD,Ryzen 3 Quad Core,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.1,14.2 x 9.97 x 0.76 inches,Yes,2024-11-04 16:37:35,https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397X2KJ8XCHR&lid=LSTCOMH397X2KJ8XCHRBDEAS1&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_151&otracker=browse&fm=organic&iid=en_i3wQrUhaK_OGAMYL5L2cv8buLu9xD7V7RrOkaAUH23YkekMP9gFYg8d75oG_1xvu8wS9K62CJMIjsQvqKgXpGPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,3.95,8,,359.88,90.0
HP,15s-fy5003TU,15s-fy5003TU,Intel,Core i3,SSD,512,Windows 11 Home,,1920 x 1080 Pixel,4.3,,Yes,2024-11-04 16:37:38,https://www.flipkart.com/hp-15s-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15s-fy5003tu-thin-light-laptop/p/itmbb21e864fb30c?pid=COMGZVGHE9QU8C6M&lid=LSTCOMGZVGHE9QU8C6MHJQTO4&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_152&otracker=browse&fm=organic&iid=en_i3wQrUhaK_OGAMYL5L2cv8buLu9xD7V7RrOkaAUH23YhAbStjoPRAruPivbjtGekmPxbJh9oxDF02GBMfRM3ZQ%3D%3D&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,3.73,8,,455.88,5515.0
Lenovo,15IRX9,15IRX9,Intel,Core i7,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.5,,Yes,2024-11-04 16:37:41,https://www.flipkart.com/lenovo-legion-5-intel-core-i7-13th-gen-13650hx-24-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-4060-15irx9-gaming-laptop/p/itm591a1e64b6eb5?pid=COMH44PGRKK8XHWF&lid=LSTCOMH44PGRKK8XHWFRUZTCO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_153&otracker=browse&fm=organic&iid=26b786c5-35d8-4d79-afed-13ec90cc7084.COMH44PGRKK8XHWF.SEARCH&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,5.11,24,,1355.88,84.0
HP,15-fd0315TU,15-fd0315TU,Intel,Core i5,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,3.9,14.17 x 9.29 x 0.73 inches,Yes,2024-11-04 16:37:44,https://www.flipkart.com/hp-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-15-fd0315tu-thin-light-laptop/p/itm01c07721bb10b?pid=COMH2FFGSTXTR8ZB&lid=LSTCOMH2FFGSTXTR8ZBNMPF3U&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_154&otracker=browse&fm=organic&iid=26b786c5-35d8-4d79-afed-13ec90cc7084.COMH2FFGSTXTR8ZB.SEARCH&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,3.51,16,,665.88,37.0
HP,15s-fy5007TU,15s-fy5007TU,Intel,Core i5,SSD,512,Windows 11 Home,15.6,1920 X 1080 Pixel,4.3,14.11 x 9.53 x 0.7 inches,Yes,2024-11-04 16:37:48,https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fy5007tu-thin-light-laptop/p/itma831720ef30c2?pid=COMGTJG9CYTFZHZ2&lid=LSTCOMGTJG9CYTFZHZ2IJBGKS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_155&otracker=browse&fm=organic&iid=26b786c5-35d8-4d79-afed-13ec90cc7084.COMGTJG9CYTFZHZ2.SEARCH&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,,8,,563.88,129.0
Lenovo,Slim 3,15AMN8,AMD,Ryzen 5 Quad Core,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixels,4.0,14.15 x 9.25 x 0.7 inches,Yes,2024-11-04 16:37:51,https://www.flipkart.com/lenovo-ideapad-slim-3-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-15amn8-thin-light-laptop/p/itm5d5c560a7a3ec?pid=COMGRU9ZYEHC4H5K&lid=LSTCOMGRU9ZYEHC4H5KBEVP6M&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_156&otracker=browse&fm=organic&iid=26b786c5-35d8-4d79-afed-13ec90cc7084.COMGRU9ZYEHC4H5K.SEARCH&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,,16,11.0,491.88,275.0
Lenovo,ThinkBook 16 G6,ThinkBook 16 G6 IRL 5,Intel,Core i3,SSD,512,Windows 11 Home,16.0,1920 x 1200 Pixel,4.3,14.02 x 9.98 x 0.69 inches,Yes,2024-11-04 16:37:55,https://www.flipkart.com/lenovo-thinkbook-16-g6-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-irl-5-thin-light-laptop/p/itmd7e1aca8d63e9?pid=COMGZGWUG25DHHWB&lid=LSTCOMGZGWUG25DHHWBIJL9SN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_157&otracker=browse&fm=organic&iid=en_i3wQrUhaK_OGAMYL5L2cv8buLu9xD7V7RrOkaAUH23aci1brB5wDiCsEnGUDoNslz_8cF9HsOQSiLOd1Mkz5NvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,3.75,8,9.15,455.88,150.0
Acer,A324-51,A324-51,Intel,Core i3,SSD,512,Windows 11 Home,14.0,1920 x 1080 Pixel,3.9,12.67 x 8.13 x 0.76 inches,No,2024-11-04 16:37:58,https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itmb1555a1a37c32?pid=COMHY24RZCQ5YRXG&lid=LSTCOMHY24RZCQ5YRXGDONXO7&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_158&otracker=browse&fm=organic&iid=en_i3wQrUhaK_OGAMYL5L2cv8buLu9xD7V7RrOkaAUH23YaRqUMAdK-CpKtSJFRYHx6PL7BNtKocMyH38-n4ALCFQ%3D%3D&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,3.2,8,,383.88,29.0
DELL,Inspiron 3535,Inspiron 3535,AMD,Ryzen 5 Dual Core,SSD,512,Windows 11 Home,15.6,1920 X 1080 Pixel,4.6,14.09 x 9.25 x 0.74 inches,Yes,2024-11-04 16:38:01,https://www.flipkart.com/dell-amd-ryzen-5-dual-core-7520u-8-gb-512-gb-ssd-windows-11-home-inspiron-3535-thin-light-laptop/p/itm064ba398e5167?pid=COMGTQXEZ4QHRZGP&lid=LSTCOMGTQXEZ4QHRZGPI9HAR8&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_159&otracker=browse&fm=organic&iid=26b786c5-35d8-4d79-afed-13ec90cc7084.COMGTQXEZ4QHRZGP.SEARCH&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,3.68,8,,419.88,10.0
ASUS,15,X1504ZA-NJ325WS,Intel,Core i3,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixels,4.3,14.16 x 9.15 x 0.7 inches,Yes,2024-11-04 16:38:05,https://www.flipkart.com/asus-vivobook-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj325ws-thin-light-laptop/p/itm7480082770d25?pid=COMGSYYP2HCRAPCS&lid=LSTCOMGSYYP2HCRAPCSFPIJGB&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_160&otracker=browse&fm=organic&iid=26b786c5-35d8-4d79-afed-13ec90cc7084.COMGSYYP2HCRAPCS.SEARCH&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,,8,,383.88,622.0
Acer,A324-51,A324-51,Intel,Core i3,SSD,512,Windows 11 Home,14.0,1920 x 1080 Pixel,4.2,12.67 x 8.13 x 0.76 inches,Yes,2024-11-04 16:38:09,https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm7452347fa2428?pid=COMHY24RJH2YXVPG&lid=LSTCOMHY24RJH2YXVPGTVAAXW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_161&otracker=browse&fm=organic&iid=en_i3wQrUhaK_OGAMYL5L2cv8buLu9xD7V7RrOkaAUH23ZLVwz7Ps2KurGW3K6GaM5RCM47U5jRINhY2hhe4vmUjA%3D%3D&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,3.2,8,,335.88,2360.0
SAMSUNG,NP750XGJ-KG2IN / NP750XGJ-LG2IN,NP750XGJ-KG2IN / NP750XGJ-LG2IN,Intel,Core i5,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.5,,Yes,2024-11-04 16:38:12,https://www.flipkart.com/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_162&otracker=browse&fm=organic&iid=en_i3wQrUhaK_OGAMYL5L2cv8buLu9xD7V7RrOkaAUH23YNRV5GTydM2zrqbx-cKdW0gWSsc73UnRBEUEbFFzKm1A%3D%3D&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,3.42,16,,767.88,3084.0
Acer,A715-76G,A715-76G-548J,Intel,Core i5,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.2,,Yes,2024-11-04 16:38:16,https://www.flipkart.com/acer-aspire-7-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-a715-76g-548j-gaming-laptop/p/itm20708ce5793f7?pid=COMGP8QVTK3EQDXE&lid=LSTCOMGP8QVTK3EQDXEDMBVDN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_163&otracker=browse&fm=organic&iid=26b786c5-35d8-4d79-afed-13ec90cc7084.COMGP8QVTK3EQDXE.SEARCH&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,4.63,16,,659.88,2185.0
MSI,Modern 14 C12M-445IN,Modern 14 C12M-445IN / Modern 14 C12MO-1022IN,Intel,Core i3,SSD,512,Windows 11 Home,14.0,1920 x 1080 Pixel,4.3,12.59 x 8.78 x 0.76 inches,Yes,2024-11-04 16:38:19,https://www.flipkart.com/msi-modern-14-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-c12m-445in-c12mo-1022in-thin-light-laptop/p/itmb89b094346d15?pid=COMGMV6VQPNPGCBW&lid=LSTCOMGMV6VQPNPGCBWBS1ZKN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_164&otracker=browse&fm=organic&iid=26b786c5-35d8-4d79-afed-13ec90cc7084.COMGMV6VQPNPGCBW.SEARCH&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,3.09,8,,359.88,1313.0
Acer,SFG14-73T,SFG14-73T,Intel,Core Ultra 5,SSD,512,Windows 11 Home,14.0,1920 x 1200 Pixel,4.4,12.32 x 8.58 x 0.59 inches,Yes,2024-11-04 16:38:22,https://www.flipkart.com/acer-swift-go-14-touchscreen-ai-pc-intel-core-ultra-5-125h-16-gb-512-gb-ssd-windows-11-home-sfg14-73t-thin-light-laptop/p/itm174fc1bfd505f?pid=COMGZH2UKZZXYGSA&lid=LSTCOMGZH2UKZZXYGSAF4SIUU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_165&otracker=browse&fm=organic&iid=26b786c5-35d8-4d79-afed-13ec90cc7084.COMGZH2UKZZXYGSA.SEARCH&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,2.87,16,,839.88,419.0
SAMSUNG,Galaxy Book2 Pro,NP930XED-KB3IN,Intel,Core i5,SSD,512,Windows 11 Home,13.3,1920 x 1080 Pixel,4.5,11.98 x 7.87 x 0.45 inches,Yes,2024-11-04 16:38:27,https://www.flipkart.com/samsung-galaxy-book2-pro-evo-amoled-intel-core-i5-12th-gen-1240p-16-gb-512-gb-ssd-windows-11-home-np930xed-kb3in-thin-light-laptop/p/itmadaca4430ea2a?pid=COMGQFHY5EXJSPZ4&lid=LSTCOMGQFHY5EXJSPZ4PHFJ32&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_167&otracker=browse&fm=organic&iid=en_i3wQrUhaK_OGAMYL5L2cv8buLu9xD7V7RrOkaAUH23a_m-Fftg-RQEPhST98sFEaqUM0Ca51BKpBEuJsTMyy3uI7uWi7bi3WLqk6JF-UYDE%3D&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,1.92,16,,1115.88,1983.0
Acer,A324-51,A324-51,Intel,Core i5,SSD,512,Windows 11 Home,14.0,1920 x 1080 Pixel,4.0,12.67 x 8.13 x 0.76 inches,Yes,2024-11-04 16:38:31,https://www.flipkart.com/acer-aspire-3-backlit-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm4fa0fcf0e2e15?pid=COMHY24RMZ8PUDTT&lid=LSTCOMHY24RMZ8PUDTT6GAEHA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_168&otracker=browse&fm=organic&iid=en_i3wQrUhaK_OGAMYL5L2cv8buLu9xD7V7RrOkaAUH23YCIIBg8-qu_R7ScL9gEZRt4zmof1zJ-79aK9zhO4gJSIE8waCTrWcncKeK_ydPfoM%3D&ppt=None&ppn=None&ssid=r86wr8n6ps0000001730660249903,Flipkart,3.2,16,,419.88,1669.0
Lenovo,ThinkBook 16 G6,ThinkBook 16 G6 IRL 5,Intel,Core i3,SSD,512,Windows 11 Home,16.0,1920 x 1200 Pixel,4.3,14.02 x 9.98 x 0.69 inches,Yes,2024-11-04 16:38:34,https://www.flipkart.com/lenovo-thinkbook-16-g6-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-irl-5-thin-light-laptop/p/itmd7e1aca8d63e9?pid=COMGZGWUG25DHHWB&lid=LSTCOMGZGWUG25DHHWBIJL9SN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_8_169&otracker=browse&fm=organic&iid=75794c4a-9ea7-425e-9a15-b8d3b57ea170.COMGZGWUG25DHHWB.SEARCH&ppt=None&ppn=None&ssid=eyv6hjthb40000001730660253999,Flipkart,3.75,8,9.15,455.88,150.0
Lenovo,14IRU8,14IRU8,Intel,Core i3,SSD,512,Windows 11 Home,,1920 x 1200 Pixel,4.3,12.33 x 8.85 x 0.69 inches,Yes,2024-11-04 16:38:37,https://www.flipkart.com/lenovo-ideapad-flex-5-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-14iru8-2-1-laptop/p/itmbb8b8cb1077b1?pid=COMGSC4EUJHDCX7Y&lid=LSTCOMGSC4EUJHDCX7YFIZT1S&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_8_170&otracker=browse&fm=organic&iid=75794c4a-9ea7-425e-9a15-b8d3b57ea170.COMGSC4EUJHDCX7Y.SEARCH&ppt=None&ppn=None&ssid=eyv6hjthb40000001730660253999,Flipkart,3.31,8,,631.8,84.0
Acer,SFG14-71-58UB,SFG14-71-58UB,Intel,Core i5,SSD,512,Windows 11 Home,14.0,2880 x 1800 Pixel,4.3,12.32 x 8.58 x 0.59 inches,Yes,2024-11-04 16:38:41,https://www.flipkart.com/acer-swift-go-14-evo-oled-intel-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-sfg14-71-58ub-thin-light-laptop/p/itm0a080194d6dd1?pid=COMGZKGGAHZBA3WY&lid=LSTCOMGZKGGAHZBA3WYWOBYJC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_8_171&otracker=browse&fm=organic&iid=en_i1287LLIT8UawPnKnrAd6ImOouZLwkK7ltnv-0lVPO8HH8mmmj-Z6Q9V4SkfY-c4h4gI86yua2BNCGPzsiqR104IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=eyv6hjthb40000001730660253999,Flipkart,2.76,16,,659.88,4251.0
ASUS,S3402ZA-KM501WS,S3402ZA-KM501WS,Intel,Core i5,SSD,512,Windows 11 Home,14.0,2880 x 1800 Pixels,4.4,12.46 x 8.84 x 0.74 inches,Yes,2024-11-04 16:38:44,https://www.flipkart.com/asus-vivobook-s14-oled-intel-evo-h-series-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-s3402za-km501ws-thin-light-laptop/p/itm635eb6df61d1c?pid=COMGCG2GXUAAMYJF&lid=LSTCOMGCG2GXUAAMYJFOJKKYY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_8_172&otracker=browse&fm=organic&iid=en_i1287LLIT8UawPnKnrAd6ImOouZLwkK7ltnv-0lVPO8YnVB2nkPsON2n84O61eCXa-gR24cMj8STGHW9Vj_vYoQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=eyv6hjthb40000001730660253999,Flipkart,3.31,16,,743.88,4489.0
HP,15s-fy5004TU,15s-fy5004TU,Intel,Core i3,SSD,512,Windows 11 Home,,1920 x 1080 Pixel,4.3,14.09 x 9.53 x 0.7 inches,Yes,2024-11-04 16:38:47,https://www.flipkart.com/hp-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-15s-fy5004tu-thin-light-laptop/p/itmbe47c02f8581c?pid=COMGQY48KGHRAF3B&lid=LSTCOMGQY48KGHRAF3BRCYCYH&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_8_173&otracker=browse&fm=organic&iid=75794c4a-9ea7-425e-9a15-b8d3b57ea170.COMGQY48KGHRAF3B.SEARCH&ppt=None&ppn=None&ssid=eyv6hjthb40000001730660253999,Flipkart,3.73,16,,491.88,5515.0
Acer,ANV15-51,ANV15-51- 55B9,Intel,Core i5,SSD,512,Windows 11 Home,15.6,1920 X 1080 Pixel,4.3,14.26 x 9.44 x 1.06 inches,Yes,2024-11-04 16:38:51,https://www.flipkart.com/acer-nitro-v-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-anv15-51-55b9-gaming-laptop/p/itm967689ee35379?pid=COMGWKF2XXHRGYRE&lid=LSTCOMGWKF2XXHRGYRETFCW2Y&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_8_174&otracker=browse&fm=organic&iid=75794c4a-9ea7-425e-9a15-b8d3b57ea170.COMGWKF2XXHRGYRE.SEARCH&ppt=None&ppn=None&ssid=eyv6hjthb40000001730660253999,Flipkart,4.63,16,,903.6,212.0
ASUS,E1504FA-LK523WS,E1504FA-LK523WS,AMD,Ryzen 5 Quad Core,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.4,14.19 x 9.15 x 0.7 inches,Yes,2024-11-04 16:38:54,https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk523ws-thin-light-laptop/p/itmd4b9706035cd1?pid=COMGMGXFTYZZUJYW&lid=LSTCOMGMGXFTYZZUJYWWP4BBQ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_8_175&otracker=browse&fm=organic&iid=75794c4a-9ea7-425e-9a15-b8d3b57ea170.COMGMGXFTYZZUJYW.SEARCH&ppt=None&ppn=None&ssid=eyv6hjthb40000001730660253999,Flipkart,3.59,8,,527.88,2176.0
Lenovo,V15,V15,AMD,Athlon Dual Core,SSD,512,Windows 11 Home,15.6,1920 X 1080 Pixel,4.2,,Yes,2024-11-04 16:38:57,https://www.flipkart.com/lenovo-v15-series-amd-athlon-dual-core-7120u-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm575eadcc5ae49?pid=COMGWB8REKMC9SGQ&lid=LSTCOMGWB8REKMC9SGQTN9ZQJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_8_176&otracker=browse&fm=organic&iid=75794c4a-9ea7-425e-9a15-b8d3b57ea170.COMGWB8REKMC9SGQ.SEARCH&ppt=None&ppn=None&ssid=eyv6hjthb40000001730660253999,Flipkart,3.53,8,8.0,299.88,692.0
ASUS,S3402ZA-LY542WS,S3402ZA-LY542WS,Intel,Core i5,SSD,512,Windows 11 Home,,1920 x 1200 Pixel,4.3,,Yes,2024-11-04 16:39:01,https://www.flipkart.com/asus-vivobook-s-14-intel-evo-h-series-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-s3402za-ly542ws-thin-light-laptop/p/itmfee55947a37e1?pid=COMGNY4VRQEC4XHH&lid=LSTCOMGNY4VRQEC4XHHDXXYGU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_8_177&otracker=browse&fm=organic&iid=en_i1287LLIT8UawPnKnrAd6ImOouZLwkK7ltnv-0lVPO84bA4_x6I6jtLYz19ZzkfuF6MxG-STFsX14ZjxJ3lrO0Ksf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=eyv6hjthb40000001730660253999,Flipkart,3.31,16,,683.88,2140.0
ASUS,S3402ZA-LY522WS,S3402ZA-LY522WS,Intel,Core i5,SSD,512,Windows 11 Home,,1920 x 1200 Pixel,4.3,,Yes,2024-11-04 16:39:04,https://www.flipkart.com/asus-vivobook-s-14-intel-evo-h-series-core-i5-12th-gen-12500h-8-gb-512-gb-ssd-windows-11-home-s3402za-ly522ws-thin-light-laptop/p/itm3158ed9290840?pid=COMGNY4VWHZKRSHT&lid=LSTCOMGNY4VWHZKRSHTLHINGA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_8_178&otracker=browse&fm=organic&iid=en_i1287LLIT8UawPnKnrAd6ImOouZLwkK7ltnv-0lVPO9RIUdfEAbfD5xEq-OigOaP9Wy-xiq_iFsaDu41TzXmfeo15S0a61Wzzbg3qNOknKY%3D&ppt=None&ppn=None&ssid=eyv6hjthb40000001730660253999,Flipkart,3.31,8,,755.88,2140.0
Acer,AL15-52,AL15-52,Intel,Core i3,SSD,512,Windows 11 Home,15.6,1920 X 1080 Pixel,4.1,14.19 x 9.42 x 0.78 inches,Yes,2024-11-04 16:39:07,https://www.flipkart.com/acer-aspire-lite-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-al15-52-thin-light-laptop/p/itmccdd729059930?pid=COMGWKF2QYG6XNCZ&lid=LSTCOMGWKF2QYG6XNCZRHWCKU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_8_179&otracker=browse&fm=organic&iid=75794c4a-9ea7-425e-9a15-b8d3b57ea170.COMGWKF2QYG6XNCZ.SEARCH&ppt=None&ppn=None&ssid=eyv6hjthb40000001730660253999,Flipkart,3.51,16,,371.88,474.0
HP,15s-FQ5328TU,15s-FQ5328TU,Intel,Core i3,SSD,2048,Windows 11 Home,15.6,1920 x 1080 Pixel,4.2,14.11 x 9.53 x 0.7 inches,Yes,2024-11-04 16:39:11,https://www.flipkart.com/hp-fq-series-intel-core-i3-12th-gen-1215u-8-gb-1-tb-ssd-windows-11-home-15s-fq5328tu-thin-light-laptop/p/itme76ef02dcca1f?pid=COMH2FYRJ4ZHDAC3&lid=LSTCOMH2FYRJ4ZHDAC3CEQVFR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_8_180&otracker=browse&fm=organic&iid=75794c4a-9ea7-425e-9a15-b8d3b57ea170.COMH2FYRJ4ZHDAC3.SEARCH&ppt=None&ppn=None&ssid=eyv6hjthb40000001730660253999,Flipkart,3.73,8,,479.88,160.0
HP,15s-fy5003TU,15s-fy5003TU,Intel,Core i3,SSD,512,Windows 11 Home,,1920 x 1080 Pixel,4.3,,Yes,2024-11-04 16:39:14,https://www.flipkart.com/hp-15s-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15s-fy5003tu-thin-light-laptop/p/itmbb21e864fb30c?pid=COMGZVGHE9QU8C6M&lid=LSTCOMGZVGHE9QU8C6MHJQTO4&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_8_181&otracker=browse&fm=organic&iid=en_i1287LLIT8UawPnKnrAd6ImOouZLwkK7ltnv-0lVPO9whAievXJ0i8Crls23n1OeEFCD-LyS_V07DU4rWFmQZfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=eyv6hjthb40000001730660253999,Flipkart,3.73,8,,455.88,5515.0
