Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Operating_System,Display_Resolution,Extracted_Rating,Battery_Life(Hours_Upto),No_Of_Reviews,Price,Stock,Time_Of_Extraction,URL,Source,Storage_Capacity(GB),RAM(GB),Display_Size(Inches),Laptop_Weight(Pounds),Laptop_Dimensions
ASUS,"ROG Zephyrus 16"" QHD 240Hz Gaming Laptop - Intel Core i9 with 16GB Memory - NVIDIA GeForce RTX 4080- 1TB SSD",GU604VZ-CS94,Intel,Intel 13th Generation Core i9,SSD,Windows 11 Pro,2560 x 1600,4.2,,(47 Reviews),2299.99,yes,2024-11-02 20:22:02,https://www.bestbuy.com/site/asus-rog-zephyrus-16-qhd-240hz-gaming-laptop-intel-core-i9-with-16gb-memory-nvidia-geforce-rtx-4080-1tb-ssd-off-black/6535879.p?skuId=6535879,BestBuy,2000,16,16.0,5.07,0.78 x 9.7 x 13.98 inches
Lenovo,"T480 14"" Refurbished Laptop - Intel 8th Gen Core i5 with 16GB Memory - Intel UHD Graphics 620 - 256GB SSD",T480,Intel,Intel 8th Generation Core i5,SSD,Windows 11 Pro,1366 x 768 (HD),,,Be the first to write a review,344.99,yes,2024-11-02 20:22:06,https://www.bestbuy.com/site/lenovo-t480-14-refurbished-laptop-intel-8th-gen-core-i5-with-16gb-memory-intel-uhd-graphics-620-256gb-ssd-black/6599179.p?skuId=6599179,BestBuy,256,16,14.0,3.49,
HP,"Victus 16.1"" Gaming Laptop - AMD Ryzen 7-8845HS - 16GB DDR5 Memory - NVIDIA GeForce RTX 4070 - 512GB SSD",16-s1023dx,AMD,AMD Ryzen 7 8000 Series,SSD,Windows 11 Home,1920 x 1080 (Full HD),4.5,10.25,(55 Reviews),1399.99,yes,2024-11-02 20:22:11,https://www.bestbuy.com/site/hp-victus-16-1-gaming-laptop-amd-ryzen-7-8845hs-16gb-ddr5-memory-nvidia-geforce-rtx-4070-512gb-ssd-mica-silver/6578934.p?skuId=6578934,BestBuy,512,16,16.1,5.15,0.94 x 14.53 x 10.21 inches
ASUS,"ProArt P16 16"" 4K Touch Screen Laptop - Copilot+ PC - AMD Ryzen AI 9 HX 370 - 32GB Memory - RTX 4060 - 1TB SSD",H7606WV-P16.R3704060,AMD,AMD Ryzen AI 300 Series,SSD,Windows 11 Home,3840 x 2400,4.3,,(80 Reviews),1899.99,yes,2024-11-02 20:22:16,https://www.bestbuy.com/site/asus-proart-p16-16-4k-touch-screen-laptop-copilot-pc-amd-ryzen-ai-9-hx-370-32gb-memory-rtx-4060-1tb-ssd-nano-black/6584438.p?skuId=6584438,BestBuy,1000,32,16.0,4.08,0.68 x 9.72 x 13.97 inches
Dell,"Dell G15 15.6"" FHD 120Hz Gaming Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce RTX 4050 - 1TB SSD",G5530-7527BLK-PUS,Intel,Intel 13th Generation Core i7,SSD,Windows 11 Home,1920 x 1080 (Full HD),4.5,,(210 Reviews),919.99,yes,2024-11-02 20:22:21,https://www.bestbuy.com/site/dell-g15-15-6-fhd-120hz-gaming-laptop-intel-core-i7-8gb-memory-nvidia-geforce-rtx-4050-1tb-ssd-dark-shadow-gray/6541333.p?skuId=6541333,BestBuy,1000,8,15.6,6.19,1.06 x 14.07 x 10.8 inches
Apple,MacBook Pro 14-inch Laptop M3 chip Built for Apple Intelligence - 16GB Memory - 1TB SSD,MXE03LL/A,Apple,Apple M3,SSD,macOS Sonoma 14,3024 x 1964,4.8,22.0,(50 Reviews),1699.0,yes,2024-11-02 20:22:26,https://www.bestbuy.com/site/apple-macbook-pro-14-inch-laptop-m3-chip-built-for-apple-intelligence-16gb-memory-1tb-ssd-space-gray/6565897.p?skuId=6565897,BestBuy,1000,16,14.2,3.5,0.61 x 12.31 x 8.71 inches
ASUS,"ProArt Studiobook 16"" OLED Touch Laptop - Intel 13 Gen Core i9 with 32GM RAM - NVIDIA GeForce RTX 4070 - 1TB SSD",H7604JI-DS96T,Intel,Intel 13th Generation Core i9,SSD,Windows 11 Home,3200 x 2000,4.0,,(20 Reviews),2499.99,yes,2024-11-02 20:22:30,https://www.bestbuy.com/site/asus-proart-studiobook-16-oled-touch-laptop-intel-13-gen-core-i9-with-32gm-ram-nvidia-geforce-rtx-4070-1tb-ssd-mineral-black/6545155.p?skuId=6545155,BestBuy,1000,32,16.0,5.29,0.82 x 14.02 x 10.67 inches
Lenovo,"Yoga 7i 2-in-1 14"" 2K Touchscreen Laptop - Intel Core Ultra 7 155U with 16GB Memory - 1TB SSD",83DJ0002US,Intel,Intel Core Ultra 7 Series 1,SSD,Windows 11 Home,1920 x 1200 (Full HD+),4.8,14.5,(102 Reviews),1049.99,yes,2024-11-02 20:22:35,https://www.bestbuy.com/site/lenovo-yoga-7i-2-in-1-14-2k-touchscreen-laptop-intel-core-ultra-7-155u-with-16gb-memory-1tb-ssd-storm-grey/6571368.p?skuId=6571368,BestBuy,1000,16,14.0,3.57,0.72 x 12.51 x 8.75 inches
HP,"14"" Laptop - Intel Celeron - 4GB Memory - 128GB eMMC",14-dq0761dx,Intel,Intel Celeron,eMMC,Windows 11 Home in S Mode,1366 x 768 (HD),4.2,,(527 Reviews),199.99,yes,2024-11-02 20:22:39,https://www.bestbuy.com/site/hp-14-laptop-intel-celeron-4gb-memory-128gb-emmc-jet-black/6569835.p?skuId=6569835,BestBuy,128,4,14.0,3.24,0.71 x 12.76 x 8.86 inches
ASUS,"Vivobook 14"" Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD",X1404ZA-I38128,Intel,Intel 12th Generation Core i3,SSD,Windows 11 Home in S Mode,1920 x 1080 (Full HD),4.4,10.0,(353 Reviews),429.99,yes,2024-11-02 20:22:45,https://www.bestbuy.com/site/asus-vivobook-14-laptop-intel-core-i3-1215u-with-8gb-memory-128gb-ssd-quiet-blue/6568805.p?skuId=6568805,BestBuy,128,8,14.0,3.1,0.78 x 8.5 x 12.8 inches
Samsung,"Galaxy Book4 360 2-in-1 15.6"" FHD AMOLED Touch Screen Laptop - Intel Core 7 - 16GB Memory  -512GB SSD",NP750QGK-KG3US,Intel,Intel Core 7 Series 1,SSD,Windows 11 Home,1920 x 1080 (Full HD),4.7,22.0,(153 Reviews),1099.99,yes,2024-11-02 20:22:50,https://www.bestbuy.com/site/samsung-galaxy-book4-360-2-in-1-15-6-fhd-amoled-touch-screen-laptop-intel-core-7-16gb-memory-512gb-ssd-gray/6572181.p?skuId=6572181,BestBuy,512,16,15.6,3.22,0.54 x 8.98 x 13.99 inches
Lenovo,"Lenovo Ideapad 1i 15.6"" FHD Touchscreen Laptop - Intel Core i3-1215U with 8GB Memory - Intel UHD Graphics - 256GB SSD",82QD00DHUS,Intel,Intel 12th Generation Core i3,SSD,Windows 11 Home in S Mode,1920 x 1080 (Full HD),4.6,6.0,(671 Reviews),499.99,yes,2024-11-02 20:22:54,https://www.bestbuy.com/site/lenovo-ideapad-1i-15-6-fhd-touchscreen-laptop-intel-core-i3-1215u-with-8gb-memory-intel-uhd-graphics-256gb-ssd-cloud-gray/6571565.p?skuId=6571565,BestBuy,256,8,15.6,3.52,0.7 x 9.29 x 14.17 inches
ASUS,"Vivobook 16"" WUXGA Laptop - Intel Core i5-1235U with 16GB Memory - 512GB SSD",F1605ZA-AS56,Intel,Intel 12th Generation Core i5,SSD,Windows 11 Home,1920 x 1200 (WUXGA),5.0,,(2 Reviews),549.99,yes,2024-11-02 20:22:59,https://www.bestbuy.com/site/asus-vivobook-16-wuxga-laptop-intel-core-i5-1235u-with-16gb-memory-512gb-ssd-silver/6593118.p?skuId=6593118,BestBuy,512,16,16.0,4.14,0.78 x 14.12 x 9.82 inches
ASUS,"ROG Zephyrus G14 14"" OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 32GB LPDDR5X - NVIDIA GeForce RTX 4070 - 1TB SSD",GA403UI-G14.R94070,AMD,AMD Ryzen 9 8000 Series,SSD,Windows 11 Home,2880 x 1800,4.6,10.0,(219 Reviews),1999.99,yes,2024-11-02 20:23:04,https://www.bestbuy.com/site/asus-rog-zephyrus-g14-14-oled-3k-120hz-gaming-laptop-amd-ryzen-9-8945hs-32gb-lpddr5x-nvidia-geforce-rtx-4070-1tb-ssd-platinum-white/6570271.p?skuId=6570271,BestBuy,1000,32,14.0,3.31,12.26 x 8.66 x 0.63 inches
HP OMEN,"Transcend 16"" Wide Quad XGA Gaming Laptop - Intel Core i9-14900HX - 16GB DDR5 Memory - NVIDIA GeForce RTX 4070 - 1TB SSD",16-u1023dx,Intel,Intel Core i9 14th Generation,SSD,Windows 11 Home,2560 x 1600,4.4,,(5 Reviews),2199.99,yes,2024-11-02 20:23:09,https://www.bestbuy.com/site/hp-omen-transcend-16-wide-quad-xga-gaming-laptop-intel-core-i9-14900hx-16gb-ddr5-memory-nvidia-geforce-rtx-4070-1tb-ssd-ceramic-white/6569543.p?skuId=6569543,BestBuy,1024,16,16.0,4.96,0.78 x 14.04 x 10.59 inches
HP,"Envy 17.3"" Full HD Touch-Screen Laptop - Intel Core Ultra 7 - 16GB Memory - 1TB SSD",17-da0013dx,Intel,Intel Core Ultra 7 Series 1,SSD,Windows 11 Home,1920 x 1080 (Full HD),4.7,,(291 Reviews),1349.99,yes,2024-11-02 20:23:13,https://www.bestbuy.com/site/hp-envy-17-3-full-hd-touch-screen-laptop-intel-core-ultra-7-16gb-memory-1tb-ssd-glacier-silver/6572056.p?skuId=6572056,BestBuy,1024,16,17.3,5.52,0.78 x 15.59 x 10.18 inches
Lenovo,"IdeaPad Duet 3 Chromebook 2-in-1 Laptop - 11"" 2K Touchscreen - Snapdragon 7cG2 - 4G RAM - 128G eMMC - Keyboard",82T6000EUS,Qualcomm,Qualcomm Snapdragon,eMMC,Chrome OS,2000 x 1200,4.4,12.0,(472 Reviews),219.0,yes,2024-11-02 20:23:19,https://www.bestbuy.com/site/lenovo-ideapad-duet-3-chromebook-2-in-1-laptop-11-2k-touchscreen-snapdragon-7cg2-4g-ram-128g-emmc-keyboard-misty-blue/6508240.p?skuId=6508240,BestBuy,128,4,10.9,1.14,0.3 x 6.57 x 10.16 inches
GIGABYTE,"G6 KF 16"" 165Hz Gaming Laptop IPS - Intel i7-13620H with 32GB RAM - NVIDIA GeForce RTX 4060 - 1TB SSD",G6 KF-H3US864KH,Intel,Intel 13th Generation Core i7,SSD,Windows 11 Home,1920 x 1200 (WUXGA),4.5,,(121 Reviews),1099.99,yes,2024-11-02 20:23:24,https://www.bestbuy.com/site/gigabyte-g6-kf-16-165hz-gaming-laptop-ips-intel-i7-13620h-with-32gb-ram-nvidia-geforce-rtx-4060-1tb-ssd-black/6576659.p?skuId=6576659,BestBuy,1024,32,16.0,5.1,1 x 14.2 x 10.4 inches
Acer,"Chromebook 315 - 15.6"" HD Laptop - Intel Pentium N6000 - 4GB LPDDR4X - 128GB eMMC (Protective Sleeve)",CB315-4H-P8FZ,Intel,Intel Pentium,eMMC,Chrome OS,1366 x 768 (HD),4.8,10.0,(44 Reviews),149.0,yes,2024-11-02 20:23:28,https://www.bestbuy.com/site/acer-chromebook-315-15-6-hd-laptop-intel-pentium-n6000-4gb-lpddr4x-128gb-emmc-protective-sleeve-silver/6567960.p?skuId=6567960,BestBuy,128,4,15.6,3.53,0.79 x 14.42 x 9.61 inches
HP,"14"" Laptop - Intel Celeron - 4GB Memory - 128GB eMMC",14-dq0762dx,Intel,Intel Celeron,eMMC,Windows 11 Home in S Mode,1366 x 768 (HD),4.2,,(527 Reviews),199.99,yes,2024-11-02 20:23:32,https://www.bestbuy.com/site/hp-14-laptop-intel-celeron-4gb-memory-128gb-emmc-rose-gold/6569838.p?skuId=6569838,BestBuy,128,4,14.0,3.24,0.71 x 12.76 x 8.86 inches
Lenovo,"IdeaPad 3i Chromebook 15.6"" FHD Laptop - Intel Celeron - 4GB Memory with 64GB eMMC Storage",82N4004NUS,Intel,Intel Celeron,eMMC,Chrome OS,1920 x 1080 (Full HD),4.4,10.0,(5 Reviews),249.0,yes,2024-11-02 20:23:37,https://www.bestbuy.com/site/lenovo-ideapad-3i-chromebook-15-6-fhd-laptop-intel-celeron-4gb-memory-with-64gb-emmc-storage-artic-grey/6588651.p?skuId=6588651,BestBuy,64,4,15.6,3.586,0.75 x 9.57 x 14.25 inches
Lenovo,"Yoga Slim 7x - Copilot+ PC - 14.5"" 3K OLED Touch-Screen Laptop - Snapdragon X Elite - 16GB Memory - 512GB SSD",83ED0001US,Qualcomm,Qualcomm Snapdragon X Elite,SSD,Windows 11 Home,2944 x 1840,4.5,22.1,(191 Reviews),1199.99,yes,2024-11-02 20:23:42,https://www.bestbuy.com/site/lenovo-yoga-slim-7x-copilot-pc-14-5-3k-oled-touch-screen-laptop-snapdragon-x-elite-16gb-memory-512gb-ssd-cosmic-blue/6582538.p?skuId=6582538,BestBuy,512,16,14.5,2.816,0.59 x 8.87 x 12.8 inches
HP,"Envy 2-in-1 16"" 2K Touch-Screen Laptop - Intel Core Ultra 7 - 32GB Memory - 2TB SSD",16-ac0033dx,Intel,Intel Core Ultra 7 Series 1,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),4.6,13.25,(212 Reviews),1349.99,yes,2024-11-02 20:23:46,https://www.bestbuy.com/site/hp-envy-2-in-1-16-2k-touch-screen-laptop-intel-core-ultra-7-32gb-memory-2tb-ssd-glacier-silver/6572057.p?skuId=6572057,BestBuy,2048,32,16.0,4.14,0.72 x 14.04 x 9.68 inches
HP,"15.6"" Touch-Screen Laptop - Intel Core i3 - 8GB Memory - 128GB SSD",15-dy5113dx,Intel,Intel 12th Generation Core i3,SSD,Windows 11 Home in S Mode,1366 x 768 (HD),4.6,10.75,(174 Reviews),400.99,yes,2024-11-02 20:23:52,https://www.bestbuy.com/site/hp-15-6-touch-screen-laptop-intel-core-i3-8gb-memory-128gb-ssd-natural-silver/6569669.p?skuId=6569669,BestBuy,128,8,15.6,3.75,0.71 x 14.11 x 9.53 inches
Lenovo,"Lenovo Flex 7 14IRU8 14"" Laptop 2.2K Touch Intel Core i7-1355U 16GB 1TB SSD W11H- Refurbished",82Y20001US,Intel,Intel 13th Generation Core i7,"SSD, No storage included",Windows 11 Home,2240 x 1400,3.5,9.0,(19 Reviews),,yes,2024-11-02 20:23:56,https://www.bestbuy.com/site/lenovo-flex-7-14iru8-14-laptop-2-2k-touch-intel-core-i7-1355u-16gb-1tb-ssd-w11h-refurbished-stone-blue/6567257.p?skuId=6567257,BestBuy,1000,16,14.0,3.53,0.69 x 12.32 x 8.85 inches
HP,"14"" Laptop - Intel Celeron - 4GB Memory - 128GB eMMC",14-dq0760dx,Intel,Intel Celeron,eMMC,Windows 11 Home in S Mode,1366 x 768 (HD),4.2,,(527 Reviews),199.99,yes,2024-11-02 20:24:01,https://www.bestbuy.com/site/hp-14-laptop-intel-celeron-4gb-memory-128gb-emmc-natural-silver/6569837.p?skuId=6569837,BestBuy,128,4,14.0,3.24,0.71 x 12.76 x 8.86 inches
HP,"OmniBook X - Copilot+ PC - 14"" 2.2K Touch-Screen Laptop - Snapdragon X Plus - 16GB Memory - 512GB SSD",14-fe1003dx,Qualcomm,Qualcomm Snapdragon X Plus,SSD,Windows 11 Home,2240 x 1400,4.5,26.25,(2 Reviews),899.99,yes,2024-11-02 20:24:06,https://www.bestbuy.com/site/hp-omnibook-x-copilot-pc-14-2-2k-touch-screen-laptop-snapdragon-x-plus-16gb-memory-512gb-ssd-glacier-silver/6593546.p?skuId=6593546,BestBuy,512,16,14.0,2.97,0.57 x 12.32 x 8.8 inches
ASUS,"Vivobook 17"" FHD Laptop - Intel Core i3-1215U with 8GB Memory - 512GB SSD",X1704ZA-I38512,Intel,Intel 12th Generation Core i3,SSD,Windows 11 Home,1920 x 1080 (Full HD),,10.0,Be the first to write a review,329.99,yes,2024-11-02 20:24:10,https://www.bestbuy.com/site/asus-vivobook-17-fhd-laptop-intel-core-i3-1215u-with-8gb-memory-512gb-ssd-quiet-blue/6587795.p?skuId=6587795,BestBuy,512,8,17.3,4.63,0.78 x 10.01 x 15.72 inches
HP,"15.6"" Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 512GB SSD",15-fc0025dx,AMD,AMD Ryzen 5 7000 Series,SSD,Windows 11 Home in S Mode,1366 x 768 (HD),4.6,12.5,(283 Reviews),579.99,yes,2024-11-02 20:24:15,https://www.bestbuy.com/site/hp-15-6-touch-screen-laptop-amd-ryzen-5-8gb-memory-512gb-ssd-natural-silver/6569668.p?skuId=6569668,BestBuy,512,8,15.6,3.52,0.73 x 14.17 x 9.29 inches
Dell,Inspiron 14” 2-in-1 Touch Laptop – Intel Core 5 Processor – 8GB Memory – 512GB SDD,i7440-5311BLU-PUS,Intel,Intel Core 5 Series 1,SSD,Windows 11 Home,1920 x 1200 (Full HD+),4.4,,(26 Reviews),499.99,yes,2024-11-02 20:24:19,https://www.bestbuy.com/site/dell-inspiron-14-2-in-1-touch-laptop-intel-core-5-processor-8gb-memory-512gb-sdd-ice-blue/6576383.p?skuId=6576383,BestBuy,512,8,14.0,3.77,
Lenovo,"LOQ 15.6"" Gaming Laptop FHD - AMD Ryzen 7 7435HS with 16GB Memory - NVIDIA GeForce RTX 4060 8GB - 512GB SSD",83JC0000US,AMD,AMD Ryzen 7 7000 Series,SSD,Windows 11 Home,1920 x 1080 (Full HD),4.6,4.0,(51 Reviews),749.99,yes,2024-11-02 20:24:24,https://www.bestbuy.com/site/lenovo-loq-15-6-gaming-laptop-fhd-amd-ryzen-7-7435hs-with-16gb-memory-nvidia-geforce-rtx-4060-8gb-512gb-ssd-luna-grey/6578511.p?skuId=6578511,BestBuy,512,16,15.6,5.39,0.94 x 14.17 x 10.19 inches
Lenovo,"IdeaPad 1 15"" FHD Laptop - Ryzen 5 7520U - 16GB Memory with 256GB SSD Storage",82VG00QFUS,AMD,AMD Ryzen 5 7000 Series,SSD,Windows 11 Home in S Mode,1920 x 1080 (Full HD),,9.0,Be the first to write a review,579.99,yes,2024-11-02 20:24:28,https://www.bestbuy.com/site/lenovo-ideapad-1-15-fhd-laptop-ryzen-5-7520u-16gb-memory-with-256gb-ssd-storage-abyss-blue/6588662.p?skuId=6588662,BestBuy,256,16,15.6,3.47,0.7 x 9.29 x 14.18 inches
Dell,"XPS 13 - Copilot+ PC - 13.4"" OLED Touch-Screen Laptop - Snapdragon X Elite w/ Dual Core Boost - 16GB Memory - 512GB SSD",XPS9345-SX12807BLK-PUS,Qualcomm,Qualcomm Snapdragon X Elite,SSD,Windows 11 Home,2880 x 1800,4.5,,(77 Reviews),999.99,yes,2024-11-02 20:24:33,https://www.bestbuy.com/site/dell-xps-13-copilot-pc-13-4-oled-touch-screen-laptop-snapdragon-x-elite-w-dual-core-boost-16gb-memory-512gb-ssd-graphite/6584127.p?skuId=6584127,BestBuy,512,16,13.4,5.8,0.58 x 11.62 x 7.84 inches
Lenovo,"Lenovo Ideapad 1 14"" Laptop - Celeron N4020 with 4GB Memory - Intel UHD Graphics - 128GB eMMC",82V60065US,Intel,Intel Celeron,eMMC,Windows 11 Home in S Mode,1366 x 768 (HD),3.6,11.0,"(1,632 Reviews)",199.99,yes,2024-11-02 20:24:38,https://www.bestbuy.com/site/lenovo-ideapad-1-14-laptop-celeron-n4020-with-4gb-memory-intel-uhd-graphics-128gb-emmc-cloud-gray/6549071.p?skuId=6549071,BestBuy,128,4,14.0,3.08,0.7 x 8.52 x 12.81 inches
ASUS,Vivobook Pro 15 OLED Laptop - Intel Core Ultra 9 with 24GB Memory - NVIDIA GeForce RTX 4060 - 2TB SSD,Q543B-U94060,Intel,Intel Core Ultra 9 Series 1,SSD,Windows 11 Home,2880 x 1620 (HD),4.3,10.0,(7 Reviews),1699.99,yes,2024-11-02 20:24:44,https://www.bestbuy.com/site/asus-vivobook-pro-15-oled-laptop-intel-core-ultra-9-with-24gb-memory-nvidia-geforce-rtx-4060-2tb-ssd-earl-gray/6580134.p?skuId=6580134,BestBuy,2000,24,15.6,4.19,0.78 x 14 x 9.26 inches
LG,"gram 17"" Laptop - Intel Evo 13th Gen Intel Core i7-1360P - 16GB RAM - 1TB SSD",17Z90R-H.AAY8U1,Intel,Intel 13th Generation Core i7 Evo Platform,SSD,Windows 11 Home,2560 x 1600,4.4,,(14 Reviews),1399.99,yes,2024-11-02 20:24:51,https://www.bestbuy.com/site/lg-gram-17-laptop-intel-evo-13th-gen-intel-core-i7-1360p-16gb-ram-1tb-ssd-black/6579393.p?skuId=6579393,BestBuy,1000,16,17.0,2.98,10.19 x 14.91 x 0.7 inches
Apple,"Geek Squad Certified Refurbished MacBook Pro - 16"" Display- Intel Core i9- 16GB Memory- AMD Radeon Pro 5500M - 1TB SSD",GSRF MVVK2LL/A,Intel,Intel 9th Generation Core i9,SSD,macOS Catalina,3072 x 1920 (Retina),3.9,11.0,(59 Reviews),749.99,yes,2024-11-02 20:24:55,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-16-display-intel-core-i9-16gb-memory-amd-radeon-pro-5500m-1tb-ssd-space-gray/6489617.p?skuId=6489617,BestBuy,1000,16,16.0,4.3,0.64 x 14.1 x 9.68 inches
Lenovo,"Legion Pro 5i 16"" Gaming Laptop WQXGA - Intel 14th Gen Core i9 with 32GB Memory - NVIDIA GeForce RTX 4070 8GB - 2TB SSD",83DF00A8US,Intel,Intel Core i9 14th Generation,SSD,Windows 11 Home,2560 x 1600,4.6,5.2,(79 Reviews),1899.99,yes,2024-11-02 20:25:00,https://www.bestbuy.com/site/lenovo-legion-pro-5i-16-gaming-laptop-wqxga-intel-14th-gen-core-i9-with-32gb-memory-nvidia-geforce-rtx-4070-8gb-2tb-ssd-onyx-grey/6575390.p?skuId=6575390,BestBuy,2000,32,16.0,5.5,1.06 x 14.31 x 10.31 inches
HP,"Envy 2-in-1 14"" Full HD Touch-Screen Laptop - Intel Core 5 - 8GB Memory - 512GB SSD",14-es1013dx,Intel,Intel Core 5 Series 1,SSD,Windows 11 Home,1920 x 1080 (Full HD),4.7,,(222 Reviews),749.99,yes,2024-11-02 20:25:06,https://www.bestbuy.com/site/hp-envy-2-in-1-14-full-hd-touch-screen-laptop-intel-core-5-8gb-memory-512gb-ssd-natural-silver/6571086.p?skuId=6571086,BestBuy,512,8,14.0,3.35,0.77 x 12.68 x 8.3 inches
Lenovo,"Yoga 9i 2-in-1 14"" 2.8K OLED Touchscreen Laptop with Pen - Intel Core Ultra 7 155H with 16GB Memory - 1TB SSD",83AC0001US,Intel,Intel Core Ultra 7 Series 1,SSD,Windows 11 Home,2880 x 1800,4.1,12.5,(57 Reviews),1449.99,yes,2024-11-02 20:25:10,https://www.bestbuy.com/site/lenovo-yoga-9i-2-in-1-14-2-8k-oled-touchscreen-laptop-with-pen-intel-core-ultra-7-155h-with-16gb-memory-1tb-ssd-cosmic-blue/6571371.p?skuId=6571371,BestBuy,1000,16,14.0,2.98,0.65 x 12.4 x 8.58 inches
ASUS,"Vivobook Go 15.6"" FHD Laptop - Intel Celeron N4500 with 4GB Memory - 128GB SSD",L510KA-ES04,Intel,Intel Celeron,eMMC,Windows 11 Home in S Mode,1920 x 1080 (Full HD),5.0,,(1 Review),229.99,yes,2024-11-02 20:25:15,https://www.bestbuy.com/site/asus-vivobook-go-15-6-fhd-laptop-intel-celeron-n4500-with-4gb-memory-128gb-ssd-star-black/6593116.p?skuId=6593116,BestBuy,128,4,15.6,3.46,0.71 x 14.18 x 9.31 inches
ASUS,Zenbook S 16 16” 3K OLED Touch Laptop - Copilot+ PC - AMD Ryzen AI 9 HX 370 - 32GB Memory - 1TB SSD,UM5606WA-PB99T,AMD,AMD Ryzen AI 300 Series,SSD,Windows 11 Pro,2880 x 1800,2.0,,(9 Reviews),1499.99,yes,2024-11-02 20:25:20,https://www.bestbuy.com/site/asus-zenbook-s-16-16-3k-oled-touch-laptop-copilot-pc-amd-ryzen-ai-9-hx-370-32gb-memory-1tb-ssd-zumaia-gray/6593255.p?skuId=6593255,BestBuy,1000,32,16.0,3.31,0.48 x 9.57 x 13.92 inches
Samsung,"Galaxy Book4 Pro 360 2-in1 16"" AMOLED Touch Screen Laptop - Intel Core Ultra 7 - 16GB Memory - 1TB SSD",NP960QGK-KG1US,Intel,Intel Core Ultra 7 Series 1 Evo Edition,SSD,Windows 11 Home,2880 x 1800,4.6,21.0,(177 Reviews),1599.99,yes,2024-11-02 20:25:24,https://www.bestbuy.com/site/samsung-galaxy-book4-pro-360-2-in1-16-amoled-touch-screen-laptop-intel-core-ultra-7-16gb-memory-1tb-ssd-moonstone-gray/6572183.p?skuId=6572183,BestBuy,1000,16,16.0,3.66,0.50 x 9.93 x 13.99 inches
HP,"OmniBook Ultra Flip - Copilot+ PC - 14"" 3K OLED Touch-Screen Laptop - Intel Core Ultra 7 - 16GB Memory - 1TB SSD",14-fh0013dx,Intel,Intel Core Ultra 7 Series 2 Evo Edition,SSD,Windows 11 Home,2880 x 1800,4.5,,(34 Reviews),1599.99,yes,2024-11-02 20:25:29,https://www.bestbuy.com/site/hp-omnibook-ultra-flip-copilot-pc-14-3k-oled-touch-screen-laptop-intel-core-ultra-7-16gb-memory-1tb-ssd-eclipse-gray/6593552.p?skuId=6593552,BestBuy,1024,16,14.0,2.97,0.59 x 12.35 x 8.51 inches
Dell,Inspiron 14 2-in-1 Touch Laptop - AMD Ryzen 7 - AMD Radeon Graphics - 16 GB Memory - 1 TB SSD,i7445-7326BLU-PUS,AMD,AMD Ryzen 7 8000 Series,SSD,Windows 11 Home,1920 x 1200 (Full HD+),4.4,,(50 Reviews),949.99,yes,2024-11-02 20:25:34,https://www.bestbuy.com/site/dell-inspiron-14-2-in-1-touch-laptop-amd-ryzen-7-amd-radeon-graphics-16-gb-memory-1-tb-ssd-midnight-blue/6576720.p?skuId=6576720,BestBuy,1000,16,14.0,3.77,0.74 x 12.36 x 8.9 inches
ASUS,"Vivobook 17X 17.3"" FHD Laptop - AMD Ryzen 7 7730U with 16GB Memory - 1TB SSD",M3704YA-IS74,AMD,AMD Ryzen 7 7000 Series,SSD,Windows 11 Home,1920 x 1080 (Full HD),4.3,,(6 Reviews),899.99,yes,2024-11-02 20:25:38,https://www.bestbuy.com/site/asus-vivobook-17x-17-3-fhd-laptop-amd-ryzen-7-7730u-with-16gb-memory-1tb-ssd-indie-black/6593114.p?skuId=6593114,BestBuy,1000,16,17.3,4.63,0.78 x 15.72 x 9.89 inches
Lenovo,"Legion 7i 16"" Gaming Laptop WQXGA - Intel 14th Gen Core i7 with 16GB Memory - NVIDIA GeForce RTX 4060 8GB - 1TB SSD",83FD004GUS,Intel,Intel Core i7 14th Generation,SSD,Windows 11 Home,2560 x 1600,4.2,5.7,(35 Reviews),1299.99,yes,2024-11-02 20:25:43,https://www.bestbuy.com/site/lenovo-legion-7i-16-gaming-laptop-wqxga-intel-14th-gen-core-i7-with-16gb-memory-nvidia-geforce-rtx-4060-8gb-1tb-ssd-glacier-white/6575391.p?skuId=6575391,BestBuy,1000,16,16.0,4.928,0.78 x 14.08 x 10.33 inches
Apple,"MacBook Air 13.6"" Laptop - M2 chip Built for Apple Intelligence - 8GB Memory - 256GB SSD",MLY33LL/A,Apple,Apple M2,SSD,macOS Monterey 12,2560 x 1664,4.9,,"(11,611 Reviews)",899.0,yes,2024-11-02 20:25:48,https://www.bestbuy.com/site/apple-macbook-air-13-6-laptop-m2-chip-built-for-apple-intelligence-8gb-memory-256gb-ssd-midnight/6509650.p?skuId=6509650,BestBuy,256,8,13.6,2.7,0.44 x 11.97 x 8.46 inches
